Block	Trial	TargetChange	ObjectsCount	Duration	Hit
1,0,VV1VV2,9,188,true
1,1,VV1VV2,16,188,true
1,2,VV1VV2,4,422,true
1,3,VV1VV2,25,391,true
1,4,VV1VV2,16,172,true
1,5,VV1VV2,4,156,true
1,6,VV1VV2,4,156,true
1,7,VV1VV2,16,188,false
1,8,VV1VV2,16,328,true
1,9,VV1VV2,9,344,true
1,10,VV1VV2,25,172,true
1,11,VV1VV2,25,219,true
1,12,VV1VV2,4,156,true
1,13,VV1VV2,9,281,true
1,14,VV1VV2,9,187,true
1,15,VV1VV2,25,125,true
1,16,VV1VV2,9,219,true
1,17,VV1VV2,25,234,true
1,18,VV1VV2,16,328,true
1,19,VV1VV2,4,297,true
1,0,VV1,9,172,true
1,1,VV1,25,234,true
1,2,VV1,9,375,true
1,3,VV1,16,219,true
1,4,VV1,4,203,true
1,5,VV1,9,156,true
1,6,VV1,4,157,true
1,7,VV1,16,203,true
1,8,VV1,16,156,true
1,9,VV1,9,157,true
1,10,VV1,4,438,true
1,11,VV1,25,140,true
1,12,VV1,4,140,true
1,13,VV1,4,141,true
1,14,VV1,25,125,true
1,15,VV1,9,125,true
1,16,VV1,16,125,true
1,17,VV1,25,124,false
1,18,VV1,25,281,true
1,19,VV1,16,172,true
1,0,VV2,9,140,true
1,1,VV2,9,140,true
1,2,VV2,4,141,true
1,3,VV2,16,156,true
1,4,VV2,4,141,true
1,5,VV2,9,156,true
1,6,VV2,9,141,true
1,7,VV2,25,141,true
1,8,VV2,16,141,true
1,9,VV2,16,127,true
1,10,VV2,25,157,true
1,11,VV2,4,125,true
1,12,VV2,4,125,true
1,13,VV2,4,110,true
1,14,VV2,25,187,true
1,15,VV2,25,156,true
1,16,VV2,16,141,true
1,17,VV2,25,313,true
1,18,VV2,9,171,true
1,19,VV2,16,266,true
